@RELATION knndiffparam
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {amlo,not_amlo,music}

@DATA
0.080383,0.013017,2.974861,0.148056,0.150611,0.541430,0.013307,0.127492,-27.445594,1.687708,-0.449505,-0.192318,0.102440,-0.113004,-0.295550,-0.191205,-0.147403,-0.292058,-0.157661,-0.263742,-0.093859,0.032702,0.009136,0.032469,0.019330,0.018495,0.008613,0.011048,0.003057,0.009160,0.012112,0.009292,0.005975,0.024107,0.088825,0.016007,0.399585,0.076223,0.031639,0.506203,0.011245,0.134901,3.323138,1.050399,0.702575,0.534313,0.327993,0.377684,0.342338,0.325772,0.369743,0.355393,0.435085,0.404615,0.399605,0.048636,0.017159,0.038193,0.025276,0.024974,0.012334,0.015286,0.005009,0.015314,0.017206,0.009877,0.008953,0.016916,not_amlo
0.068274,0.010237,2.907352,0.139152,0.157622,0.540681,0.013978,0.105917,-26.906505,1.681157,-0.608202,-0.222380,-0.081084,-0.347406,-0.382931,-0.414815,-0.160596,-0.158087,-0.021344,-0.027133,0.039050,0.025746,0.010375,0.018775,0.017036,0.015610,0.018264,0.017653,0.005380,0.014048,0.015529,0.012246,0.005157,0.025266,0.075948,0.011841,0.479121,0.063535,0.026273,0.555566,0.013141,0.119679,2.273700,0.848805,0.610387,0.534201,0.377287,0.369144,0.379035,0.354117,0.394573,0.402975,0.424300,0.409680,0.390147,0.037691,0.020312,0.028302,0.032079,0.023985,0.022647,0.017997,0.010497,0.016636,0.023525,0.018046,0.007175,0.015762,not_amlo
0.075636,0.012027,2.991523,0.146375,0.162474,0.627803,0.011840,0.118592,-27.638840,1.762851,-0.377290,-0.100937,-0.010849,-0.126143,-0.125541,-0.224844,-0.062145,-0.174147,-0.149310,-0.245822,-0.260733,0.033453,0.009492,0.030299,0.015930,0.012803,0.008293,0.015227,0.004734,0.008918,0.014126,0.018823,0.007011,0.021682,0.066478,0.014682,0.413799,0.059966,0.024790,0.536378,0.013332,0.115211,3.560371,0.792131,0.737751,0.491435,0.394730,0.365447,0.272038,0.290296,0.307969,0.287395,0.316458,0.369070,0.324980,0.040862,0.017291,0.039657,0.022444,0.015625,0.009842,0.017207,0.006965,0.013200,0.019176,0.026394,0.010532,0.013738,not_amlo
0.099912,0.012683,2.996590,0.169570,0.161342,0.728546,0.010318,0.149042,-26.695711,1.989652,-0.082228,-0.474516,-0.041902,-0.182726,-0.208525,-0.143299,-0.127533,-0.185428,-0.179140,-0.243576,-0.127854,0.019110,0.009746,0.022563,0.018296,0.027882,0.009953,0.008661,0.003461,0.010945,0.011076,0.018598,0.006124,0.021919,0.103041,0.014812,0.339834,0.080669,0.026796,0.658575,0.007297,0.160793,2.503014,0.800296,0.582594,0.513488,0.344628,0.356331,0.293453,0.288297,0.338295,0.305654,0.352683,0.395022,0.328026,0.026147,0.017993,0.025200,0.020773,0.033682,0.015891,0.010675,0.006163,0.017886,0.013934,0.024823,0.009716,0.013660,not_amlo
0.095902,0.005669,2.960929,0.166044,0.161437,0.679791,0.010576,0.145400,-28.309235,1.958629,-0.029142,-0.188297,0.098781,-0.070054,-0.286823,-0.176397,-0.184783,-0.166111,-0.128279,-0.158587,0.001944,0.035870,0.005043,0.025173,0.014259,0.021184,0.014658,0.016200,0.004009,0.008974,0.014230,0.018124,0.006561,0.023738,0.097299,0.007507,0.397859,0.081630,0.032580,0.590720,0.007618,0.158125,3.144225,0.823043,0.609070,0.615545,0.336407,0.303979,0.349238,0.289578,0.296201,0.267891,0.328566,0.347469,0.304765,0.048801,0.007497,0.034269,0.017781,0.026990,0.018047,0.021193,0.008449,0.012186,0.019719,0.018442,0.011057,0.016874,not_amlo
nan,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,not_amlo
0.054655,0.027639,3.070425,0.152194,0.190129,0.387003,0.007393,0.073902,-25.569523,1.985309,-0.176706,0.145530,-0.075672,0.173933,0.137650,-0.039049,-0.068466,-0.188791,-0.135622,0.059214,0.149900,0.004598,0.004710,0.065836,0.031609,0.035460,0.018099,0.061153,0.001585,0.004291,0.004444,0.026004,0.002550,0.037946,0.027932,0.032763,0.234081,0.041409,0.020067,0.334492,0.005929,0.072493,1.504725,0.590245,0.466819,0.452578,0.413391,0.301573,0.206036,0.253856,0.249288,0.246633,0.354378,0.362048,0.270478,0.004011,0.009187,0.054857,0.036390,0.037118,0.021701,0.053959,0.002278,0.006936,0.004143,0.027517,0.003263,0.012522,not_amlo
0.047024,0.032236,3.117273,0.145493,0.193041,0.294086,0.008702,0.050563,-26.043650,2.339340,-0.121269,-0.165447,-0.107012,0.042667,-0.000302,-0.362680,-0.287107,-0.342948,-0.060741,0.226719,0.333834,0.004138,0.001919,0.033280,0.025971,0.043930,0.057933,0.057255,0.001258,0.004059,0.004742,0.022497,0.002528,0.041289,0.026313,0.031264,0.224011,0.029959,0.019323,0.248458,0.005752,0.042093,1.420654,0.610667,0.470986,0.535808,0.323316,0.255870,0.274586,0.310771,0.283458,0.278201,0.286464,0.305222,0.253942,0.003707,0.003372,0.031825,0.039475,0.045225,0.055858,0.050709,0.001722,0.004719,0.004780,0.021946,0.004498,0.014426,not_amlo
0.044574,0.027112,3.073895,0.149139,0.197257,0.316264,0.009236,0.054274,-26.077408,2.425721,0.053615,-0.197685,-0.133118,-0.036077,0.050121,-0.370195,-0.313100,-0.336739,-0.029729,0.267748,0.322359,0.003262,0.001732,0.036042,0.019977,0.069593,0.046142,0.049749,0.000887,0.005331,0.005044,0.025023,0.002675,0.041856,0.025198,0.029204,0.315751,0.033880,0.017343,0.371118,0.006635,0.065825,1.722162,0.747302,0.593513,0.543371,0.385597,0.370072,0.269958,0.300063,0.341801,0.352817,0.278280,0.271580,0.203829,0.003007,0.003117,0.037761,0.027354,0.067762,0.042186,0.042213,0.001003,0.007783,0.006834,0.028419,0.004509,0.014353,not_amlo
0.050141,0.048402,3.086972,0.156803,0.201250,0.327377,0.008887,0.060163,-25.435955,2.357328,0.001572,0.012118,-0.071470,0.040652,0.095131,-0.243799,-0.231499,-0.340490,-0.094389,0.229950,0.309153,0.003813,0.002009,0.024071,0.012138,0.067855,0.042794,0.078748,0.000862,0.003205,0.005349,0.035275,0.002794,0.045949,0.042394,0.056553,0.279806,0.041247,0.022049,0.358237,0.007706,0.078241,1.676544,0.717093,0.403276,0.496542,0.390239,0.336354,0.239411,0.338775,0.340684,0.291696,0.269213,0.259740,0.256212,0.003913,0.004157,0.023902,0.014231,0.065739,0.053402,0.058678,0.001268,0.003627,0.006785,0.040125,0.005013,0.016587,not_amlo
0.045563,0.026808,3.067490,0.146651,0.194146,0.278646,0.008786,0.046270,-26.395160,2.078066,-0.118935,0.280656,0.075164,0.012829,0.068298,-0.196847,-0.133959,-0.236320,-0.015349,0.383106,0.332031,0.004962,0.001255,0.042273,0.008366,0.046711,0.036029,0.091485,0.000853,0.003731,0.004024,0.048136,0.003410,0.047168,0.025020,0.030268,0.203947,0.029115,0.018745,0.232356,0.005995,0.041484,1.562179,0.619756,0.485451,0.400403,0.324261,0.293283,0.216787,0.307602,0.288282,0.347027,0.235229,0.213435,0.246078,0.005375,0.001587,0.036714,0.008713,0.061079,0.046840,0.066899,0.000832,0.005436,0.004803,0.053221,0.005095,0.014836,not_amlo
0.045123,0.039886,3.140282,0.144179,0.198022,0.234265,0.009937,0.046624,-24.814069,2.593776,-0.129548,-0.239025,-0.300883,-0.052119,0.028479,-0.320054,-0.326651,-0.517118,-0.217849,0.147303,0.376419,0.003954,0.002197,0.023131,0.029357,0.088114,0.034571,0.029111,0.000994,0.004951,0.007241,0.012137,0.004090,0.038087,0.031313,0.030323,0.241798,0.035143,0.022163,0.259337,0.007774,0.043816,1.290166,0.521576,0.493061,0.419938,0.364853,0.324932,0.288252,0.287357,0.321448,0.331737,0.305530,0.318897,0.248569,0.004383,0.003972,0.027076,0.036324,0.070697,0.041389,0.034989,0.001367,0.007299,0.010707,0.017202,0.006443,0.013638,not_amlo
0.054174,0.024131,3.066121,0.138480,0.177951,0.328945,0.015043,0.067895,-26.568322,2.508397,0.069407,-0.401334,-0.204645,-0.081960,0.107756,-0.089137,-0.124932,-0.212644,-0.376398,-0.397082,-0.150791,0.034872,0.012833,0.054414,0.033303,0.029528,0.008419,0.027451,0.003087,0.004740,0.004677,0.013791,0.005383,0.033081,0.055833,0.024673,0.311805,0.060684,0.023885,0.400890,0.011468,0.093328,2.176801,0.674354,0.621439,0.531173,0.332444,0.341785,0.285454,0.273380,0.224480,0.273332,0.282843,0.363900,0.370620,0.056813,0.020662,0.038365,0.043463,0.043131,0.014652,0.028736,0.006527,0.006733,0.005688,0.014065,0.010187,0.013711,not_amlo
0.046956,0.021138,3.018415,0.133464,0.175563,0.301863,0.010965,0.059328,-27.316388,2.202291,-0.100945,-0.319607,-0.204949,0.027899,0.171804,-0.089140,-0.023382,-0.129689,-0.284471,-0.399568,-0.109589,0.020345,0.017846,0.059640,0.023701,0.020811,0.007221,0.036119,0.002421,0.010621,0.005292,0.031375,0.006086,0.032658,0.036188,0.027015,0.351848,0.049077,0.031063,0.274914,0.010277,0.060035,3.206554,0.803148,0.720085,0.709726,0.438847,0.361684,0.269850,0.328005,0.247050,0.222699,0.306395,0.359966,0.333526,0.031082,0.029357,0.038081,0.030115,0.026094,0.013540,0.041628,0.004862,0.019383,0.007088,0.040295,0.010589,0.012891,not_amlo
0.060054,0.025284,2.997558,0.147822,0.178866,0.436550,0.010183,0.085399,-27.211012,1.931219,-0.059861,-0.278740,-0.173936,0.085497,-0.007013,-0.166497,-0.045266,-0.303237,-0.292708,-0.233957,0.017053,0.017314,0.008660,0.060805,0.028245,0.024073,0.019447,0.048230,0.001033,0.005901,0.009691,0.016154,0.004442,0.036726,0.051759,0.027615,0.423027,0.059523,0.026253,0.443230,0.007692,0.109523,2.922279,0.785901,0.560587,0.647091,0.376951,0.389865,0.276779,0.285210,0.314061,0.250997,0.304481,0.416722,0.339578,0.020068,0.013296,0.050660,0.032218,0.026164,0.027185,0.058571,0.001235,0.007317,0.013888,0.016266,0.005574,0.017138,not_amlo
0.086166,0.025152,3.056589,0.168861,0.177647,0.613430,0.010363,0.131289,-26.543909,1.896304,-0.182615,-0.656724,-0.305856,-0.068990,0.144918,-0.267526,0.009520,-0.475610,-0.382320,-0.446137,-0.044054,0.023223,0.012749,0.038888,0.027901,0.021868,0.014412,0.019219,0.001506,0.004310,0.009694,0.010882,0.005834,0.027325,0.086014,0.028353,0.300939,0.084191,0.032124,0.581684,0.007904,0.158577,3.080283,0.610789,0.614522,0.593416,0.398149,0.363699,0.282399,0.343487,0.287123,0.286379,0.293675,0.418566,0.309387,0.034607,0.018878,0.038966,0.033770,0.024594,0.025064,0.027601,0.001944,0.007323,0.016017,0.013967,0.008553,0.013634,not_amlo
0.062759,0.024525,3.018458,0.127923,0.157435,0.364173,0.012825,0.082904,-26.215821,2.052779,-0.463091,-0.480348,-0.324038,-0.047652,0.108565,-0.293346,0.029503,-0.438518,-0.371214,-0.405096,0.030775,0.021157,0.014536,0.044929,0.026421,0.025623,0.015432,0.012830,0.002158,0.009070,0.005552,0.012081,0.010018,0.027927,0.071891,0.025582,0.376002,0.067929,0.031455,0.460277,0.008575,0.113930,2.592803,0.786331,0.712093,0.592849,0.396980,0.442822,0.360136,0.395476,0.329287,0.331993,0.302512,0.374874,0.474167,0.025583,0.018310,0.045439,0.032478,0.034207,0.024475,0.019562,0.003850,0.017239,0.006858,0.017018,0.018251,0.012183,not_amlo
0.076366,0.008051,3.076267,0.172108,0.190496,0.608744,0.005879,0.119483,-30.084017,1.520624,-0.053678,0.154705,0.057283,0.158926,0.186066,-0.017555,0.128323,-0.079594,-0.155622,-0.083996,0.014176,0.013293,0.006003,0.051884,0.012434,0.014761,0.004099,0.048636,0.001869,0.005448,0.006161,0.068930,0.005895,0.033293,0.042549,0.010839,0.245598,0.049344,0.022621,0.437866,0.004835,0.097138,2.261052,0.556231,0.448324,0.343092,0.319851,0.265825,0.217898,0.346545,0.198628,0.245657,0.192141,0.273084,0.232733,0.015772,0.009230,0.034311,0.010076,0.013790,0.004278,0.045622,0.002383,0.007063,0.005677,0.054828,0.009637,0.011936,not_amlo
0.110113,0.013409,3.008048,0.189106,0.186795,0.773761,0.007754,0.174111,-28.255879,1.727326,-0.212023,-0.256306,-0.144771,0.088334,0.080272,-0.153152,0.004153,-0.213170,-0.320895,-0.416505,-0.155661,0.016472,0.013232,0.062805,0.022911,0.014125,0.004990,0.027981,0.003240,0.010756,0.007626,0.012952,0.002573,0.025602,0.097416,0.020783,0.395899,0.087665,0.031085,0.670620,0.007075,0.179267,3.494678,0.622347,0.538069,0.678358,0.420240,0.309738,0.245523,0.319889,0.239076,0.261776,0.275912,0.367760,0.257173,0.022882,0.018496,0.043581,0.023975,0.013660,0.007685,0.035924,0.005246,0.014186,0.010465,0.014901,0.001884,0.013434,not_amlo
0.049923,0.026528,3.023398,0.125898,0.168959,0.288308,0.012143,0.070599,-26.192583,2.179115,-0.572159,-0.387670,-0.288445,-0.205614,0.284463,-0.133372,-0.097447,-0.273338,-0.444062,-0.401172,-0.099355,0.009572,0.013048,0.057605,0.033856,0.017977,0.013850,0.020467,0.003289,0.008096,0.006713,0.009213,0.002476,0.027699,0.044476,0.030547,0.363612,0.055916,0.033566,0.349555,0.008986,0.086449,2.792872,0.644259,0.777412,0.538936,0.396506,0.355027,0.350084,0.421848,0.299156,0.288518,0.379750,0.372429,0.353694,0.014227,0.018033,0.050540,0.033923,0.019871,0.026243,0.026132,0.008046,0.012487,0.009533,0.010242,0.003492,0.013971,not_amlo
0.074691,0.014851,3.053107,0.168356,0.193027,0.563726,0.007320,0.101842,-30.336866,1.578354,0.049515,0.174373,0.144706,0.054126,0.165760,-0.004829,0.019129,-0.139812,-0.214032,0.031256,0.039862,0.019459,0.004286,0.056277,0.020142,0.029028,0.016120,0.067484,0.001203,0.004101,0.006899,0.025929,0.007150,0.035628,0.049540,0.020164,0.216169,0.045588,0.021583,0.338212,0.005859,0.091665,2.685236,0.553770,0.387835,0.508243,0.301508,0.251065,0.211828,0.295915,0.213061,0.212668,0.203546,0.259468,0.287930,0.020952,0.007720,0.041165,0.021788,0.026634,0.027791,0.055649,0.000905,0.007065,0.006368,0.020709,0.011426,0.013686,not_amlo
0.057332,0.015830,3.026577,0.127512,0.164547,0.326213,0.012269,0.079773,-26.114480,1.942515,-0.445476,-0.285732,-0.328755,-0.122303,0.036909,-0.407412,-0.037211,-0.396325,-0.416985,-0.376027,-0.202872,0.022102,0.015083,0.034014,0.030430,0.020517,0.016492,0.013207,0.005846,0.011898,0.008817,0.007602,0.007299,0.026540,0.056447,0.013816,0.371945,0.057548,0.029862,0.426834,0.008386,0.100021,2.094479,0.908412,0.729736,0.569287,0.323119,0.423986,0.272268,0.334439,0.289815,0.259942,0.277930,0.330898,0.385034,0.027720,0.024041,0.037879,0.035049,0.022029,0.029020,0.019500,0.009860,0.019484,0.013376,0.009140,0.012689,0.012918,not_amlo
0.071756,0.017437,3.045162,0.144847,0.173239,0.463220,0.010645,0.106624,-26.791512,1.847213,-0.485828,-0.201042,-0.248065,-0.077172,0.041619,-0.306371,-0.087285,-0.340010,-0.362923,-0.180557,0.042250,0.022056,0.006362,0.034938,0.028123,0.022157,0.024921,0.021045,0.003718,0.005080,0.006271,0.014160,0.012645,0.026083,0.071381,0.019751,0.342800,0.070101,0.031607,0.517305,0.008150,0.129770,2.757280,0.997201,0.591048,0.635947,0.356603,0.370249,0.359637,0.332780,0.280897,0.300024,0.265921,0.317053,0.337744,0.025365,0.009263,0.038550,0.030788,0.024914,0.033653,0.020950,0.007158,0.006213,0.008455,0.015422,0.018719,0.012593,not_amlo
0.067237,0.019738,3.097858,0.142940,0.168209,0.412057,0.011434,0.099619,-27.393520,1.705060,-0.463396,-0.200669,-0.208921,-0.104460,0.166922,-0.439563,-0.034304,-0.309841,-0.326389,-0.196499,-0.063726,0.014019,0.009690,0.051092,0.022429,0.020588,0.022358,0.021598,0.003066,0.012105,0.006277,0.015698,0.005386,0.027864,0.058396,0.020075,0.224737,0.066335,0.034274,0.388128,0.008603,0.108975,3.459939,0.884534,0.708970,0.567227,0.458826,0.408920,0.301493,0.298636,0.286731,0.323209,0.335195,0.403981,0.382917,0.016101,0.014387,0.044311,0.029431,0.028144,0.040052,0.032097,0.005301,0.017578,0.010407,0.020253,0.008534,0.014586,not_amlo
0.047877,0.013641,3.041457,0.116086,0.161363,0.273873,0.011078,0.067132,-27.417998,1.950774,-0.739623,-0.216664,-0.238082,-0.235002,0.167605,-0.342188,-0.105065,-0.223288,-0.411380,-0.226869,-0.041441,0.018670,0.005757,0.032212,0.024027,0.029184,0.020640,0.023890,0.001847,0.006403,0.013608,0.019713,0.007663,0.026225,0.028715,0.017042,0.351749,0.039120,0.032348,0.278607,0.007648,0.048691,2.867071,0.820959,0.845029,0.567427,0.353065,0.436057,0.275410,0.328147,0.333984,0.307318,0.380649,0.350758,0.280283,0.022843,0.008721,0.031132,0.026043,0.028945,0.026083,0.027102,0.003558,0.007529,0.020207,0.019576,0.008868,0.012491,not_amlo
0.059170,0.008908,3.049376,0.140039,0.174277,0.414079,0.008752,0.083094,-28.878393,1.765756,-0.304977,-0.343990,-0.176811,-0.129340,0.062462,-0.133560,0.057768,-0.353116,-0.291935,-0.298581,-0.154519,0.018169,0.020960,0.045680,0.016044,0.013774,0.011987,0.036611,0.002037,0.010414,0.004346,0.012598,0.006978,0.027024,0.046297,0.011838,0.289021,0.050791,0.029601,0.351300,0.006500,0.083270,3.582854,1.024447,0.671278,0.785901,0.369955,0.371165,0.327811,0.374833,0.248002,0.300737,0.280490,0.387656,0.337178,0.017940,0.024647,0.037266,0.018428,0.012171,0.026611,0.047536,0.003096,0.018147,0.005353,0.015104,0.007350,0.014809,not_amlo
0.052491,0.015624,3.040361,0.130247,0.170044,0.338463,0.011538,0.074093,-27.708144,1.780677,-0.763539,-0.327169,-0.162471,-0.160572,0.061650,-0.110032,0.008665,-0.439000,-0.458025,-0.297306,0.004574,0.010897,0.010299,0.047512,0.027191,0.024079,0.012988,0.018374,0.001701,0.003569,0.007865,0.017081,0.011020,0.025350,0.032696,0.020826,0.367212,0.044450,0.035030,0.293734,0.008942,0.063507,3.682274,0.824943,0.760803,0.618298,0.360140,0.420527,0.315334,0.378110,0.289788,0.361514,0.282078,0.349982,0.355805,0.012014,0.015093,0.043379,0.026884,0.026753,0.021013,0.023310,0.002419,0.004496,0.013575,0.022188,0.016829,0.010981,not_amlo
0.068471,0.012930,3.058777,0.140738,0.163896,0.413194,0.010317,0.112405,-26.628784,1.743594,-0.827675,-0.250407,-0.245609,-0.225716,0.096829,-0.326254,0.051654,-0.355567,-0.446306,-0.463277,-0.166540,0.016380,0.014186,0.034918,0.026315,0.017097,0.009798,0.015774,0.003547,0.008615,0.011441,0.009366,0.005498,0.022664,0.067809,0.011952,0.352784,0.073647,0.033932,0.461092,0.007309,0.125283,2.817854,0.824083,0.599648,0.613242,0.391132,0.389578,0.304473,0.308044,0.290178,0.256559,0.322290,0.378313,0.340677,0.020027,0.018680,0.029215,0.031451,0.021108,0.015577,0.025107,0.005271,0.011894,0.019750,0.011228,0.006268,0.011890,not_amlo
0.050989,0.015211,3.061676,0.141807,0.182986,0.328270,0.008483,0.067096,-29.126659,1.686844,-0.267276,0.042142,-0.083001,0.027544,0.085770,-0.140142,0.087592,-0.221937,-0.369771,-0.186462,0.036179,0.008031,0.009882,0.067396,0.028289,0.027844,0.010203,0.054399,0.001061,0.004226,0.011585,0.017947,0.004255,0.033591,0.020633,0.014765,0.209785,0.035875,0.025827,0.182857,0.005933,0.059190,2.423568,0.486068,0.401957,0.569528,0.343031,0.301669,0.242272,0.284920,0.255078,0.241105,0.269660,0.345571,0.292324,0.010264,0.018265,0.045556,0.028023,0.023607,0.019251,0.044221,0.001034,0.005476,0.014169,0.015285,0.006113,0.010465,not_amlo
0.063725,0.021064,3.076235,0.141866,0.171777,0.447240,0.011548,0.098557,-26.949675,1.698722,-0.549411,-0.401621,-0.265774,-0.036114,0.041964,-0.315943,-0.047239,-0.412069,-0.353220,-0.226731,0.117546,0.020135,0.009005,0.033535,0.023389,0.018015,0.019813,0.020442,0.003206,0.005474,0.005277,0.015216,0.012121,0.025541,0.048305,0.025213,0.352122,0.055628,0.031242,0.458731,0.008351,0.111785,3.155141,0.878783,0.755278,0.531057,0.332245,0.319883,0.357322,0.468662,0.280708,0.308660,0.283048,0.375555,0.437724,0.024783,0.015055,0.035233,0.028876,0.023335,0.032214,0.025460,0.005056,0.007909,0.007152,0.020195,0.016752,0.013048,not_amlo
0.067509,0.023144,3.050017,0.150795,0.174699,0.494839,0.009813,0.092132,-26.644465,1.763552,-0.329858,-0.502000,-0.279820,-0.148048,0.136062,-0.274296,-0.042717,-0.359967,-0.475982,-0.401019,-0.015483,0.018012,0.011809,0.036384,0.030247,0.028590,0.012391,0.016388,0.002706,0.007272,0.010063,0.008545,0.006325,0.025856,0.063302,0.027177,0.388361,0.066145,0.035248,0.466447,0.007712,0.112928,3.066571,0.771162,0.654356,0.748497,0.384313,0.429911,0.341503,0.329671,0.315318,0.289418,0.263567,0.410129,0.360446,0.027285,0.016817,0.031729,0.031678,0.030213,0.023541,0.019666,0.005528,0.010795,0.014242,0.009899,0.008363,0.012673,not_amlo
0.058026,0.013310,3.027590,0.130365,0.162405,0.387672,0.010958,0.089882,-27.409159,1.789134,-0.717838,-0.297961,-0.301307,-0.112070,0.114264,-0.418138,-0.018261,-0.313464,-0.411392,-0.328225,-0.000154,0.012722,0.009544,0.037517,0.025149,0.022663,0.015726,0.019624,0.002886,0.007407,0.012054,0.008806,0.005675,0.023205,0.042657,0.013526,0.386267,0.051123,0.032264,0.364140,0.006620,0.093871,2.090863,0.829136,0.661506,0.555296,0.337524,0.370280,0.358769,0.370830,0.330261,0.278696,0.276771,0.395436,0.411320,0.016882,0.013275,0.033508,0.027358,0.027983,0.023619,0.016242,0.004856,0.011766,0.019373,0.008385,0.007608,0.010789,not_amlo
0.055794,0.012278,3.003251,0.137790,0.172859,0.389626,0.009031,0.081162,-28.301556,1.656317,-0.534031,-0.139861,-0.167906,-0.112401,0.085253,-0.325891,-0.069067,-0.368226,-0.302871,-0.197294,0.081676,0.026010,0.006399,0.039011,0.018385,0.019625,0.019789,0.026888,0.001915,0.007717,0.011326,0.015662,0.013067,0.028414,0.035761,0.016393,0.371721,0.050119,0.033635,0.351367,0.006258,0.074388,3.586958,1.017649,0.631267,0.630679,0.384049,0.401293,0.368553,0.406511,0.254333,0.326742,0.296264,0.363567,0.356906,0.034043,0.010060,0.035951,0.029009,0.016422,0.024744,0.030741,0.002721,0.012523,0.016755,0.016924,0.022724,0.011505,not_amlo
0.073997,0.011373,3.055926,0.144752,0.164691,0.448568,0.009954,0.108494,-27.706255,1.512469,-0.742406,-0.304838,-0.245345,-0.049386,0.044240,-0.382140,0.024613,-0.415385,-0.381614,-0.351580,0.059597,0.013770,0.007839,0.031446,0.026598,0.019780,0.012209,0.014245,0.002618,0.005870,0.010346,0.008067,0.016164,0.022139,0.078703,0.014647,0.291240,0.073494,0.033536,0.407523,0.007072,0.128024,2.950109,1.039053,0.717309,0.602226,0.329250,0.378821,0.357429,0.425245,0.315180,0.261461,0.265187,0.314978,0.399391,0.018020,0.011576,0.034161,0.028700,0.024125,0.021148,0.019742,0.004312,0.008842,0.013409,0.009606,0.023579,0.013550,not_amlo
0.082990,0.012963,3.037898,0.156940,0.174146,0.510337,0.009792,0.121189,-27.553683,1.895614,-0.514457,-0.368895,-0.290981,-0.073256,0.135673,-0.280400,-0.048927,-0.245483,-0.251469,-0.329884,-0.082802,0.015005,0.012242,0.035404,0.017251,0.020975,0.016472,0.022992,0.004588,0.011725,0.006141,0.013489,0.004765,0.023398,0.095815,0.015151,0.316748,0.088719,0.035466,0.582851,0.007323,0.156300,3.239134,0.691491,0.658246,0.554878,0.384568,0.413961,0.350680,0.385765,0.318086,0.316393,0.387262,0.416785,0.442253,0.020258,0.017287,0.034673,0.021767,0.023741,0.029551,0.029539,0.006712,0.017771,0.007282,0.011189,0.006203,0.011561,not_amlo
